id,income
50180,54115.67
50181,25904.648
50182,45239.598
50183,35445.15
50184,24580.457
50185,34457.016
50186,33907.37
50187,42041.906
50188,41071.4
50189,24385.355
50190,27164.047
50191,39663.367
50192,68806.26
50193,22605.707
50194,16986.322
50195,38461.18
50196,24196.684
50197,23783.994
50198,27149.379
50199,28736.766
50200,25669.848
50201,102779.195
50202,28784.693
50203,35988.16
50204,36955.258
50205,24385.355
50206,21083.234
50207,43092.953
50208,85727.484
50209,26409.24
50210,22088.072
50211,29771.648
50212,21927.021
50213,22412.436
50214,22420.75
50215,47519.71
50216,26740.924
50217,64487.867
50218,20742.438
50219,40501.1
50220,54495.215
50221,24069.922
50222,26288.14
50223,62456.277
50224,25669.848
50225,33534.24
50226,26208.527
50227,54514.03
50228,21120.982
50229,33360.684
50230,38024.062
50231,26445.54
50232,91731.0
50233,26570.742
50234,26033.566
50235,29139.055
50236,29178.832
50237,27058.725
50238,23016.148
50239,15489.81
50240,22282.701
50241,33020.89
50242,29057.379
50243,25211.875
50244,22788.66
50245,30962.258
50246,36015.367
50247,30973.402
50248,29304.875
50249,34127.42
50250,12803.85
50251,43932.484
50252,19272.027
50253,30291.629
50254,25772.125
50255,31267.758
50256,24362.3
50257,99728.33
50258,26485.793
50259,25849.004
50260,22740.83
50261,18858.16
50262,35901.645
50263,23857.52
50264,22154.898
50265,25819.617
50266,23999.18
50267,56261.477
50268,51599.918
50269,29819.664
50270,25129.545
50271,35076.754
50272,30908.254
50273,14663.832
50274,24058.717
50275,14843.754
50276,92199.46
50277,25910.164
50278,23575.414
50279,28143.297
50280,23487.979
50281,30169.379
50282,26291.207
50283,19208.965
50284,19341.473
50285,62740.383
50286,71395.08
50287,21803.145
50288,21756.422
50289,23289.14
50290,37910.38
50291,48964.984
50292,23024.102
50293,78198.52
50294,27971.504
50295,48538.145
50296,17727.293
50297,28284.906
50298,24817.887
50299,36054.406
50300,33993.4
50301,19342.105
50302,21540.09
50303,40882.84
50304,19632.355
50305,26678.568
50306,34157.457
50307,30223.492
50308,25180.219
50309,51997.285
50310,24248.21
50311,25524.955
50312,26409.24
50313,29979.664
50314,29709.004
50315,29719.055
50316,42048.348
50317,25610.828
50318,20790.3
50319,28441.742
50320,26666.576
50321,106305.64
50322,21735.781
50323,20127.672
50324,48524.87
50325,14534.906
50326,14454.867
50327,21695.754
50328,26876.387
50329,46604.664
50330,20823.465
50331,35310.953
50332,30476.293
50333,50460.566
50334,21120.982
50335,110982.766
50336,27867.133
50337,26281.656
50338,31210.469
50339,21803.145
50340,33991.395
50341,20746.645
50342,21685.863
50343,18829.44
50344,23626.73
50345,21094.371
50346,37955.312
50347,24103.543
50348,31866.861
50349,21120.982
50350,47954.49
50351,23256.727
50352,43349.176
50353,37344.75
50354,24886.23
50355,40865.836
50356,60814.367
50357,22421.793
50358,38487.32
50359,110711.47
50360,37050.863
50361,28120.254
50362,18883.15
50363,30465.34
50364,23927.062
50365,27457.809
50366,75433.63
50367,32248.21
50368,23149.967
50369,32693.156
50370,61989.047
50371,17316.787
50372,33462.65
50373,26463.482
50374,29471.594
50375,33698.82
50376,19208.492
50377,67798.89
50378,39780.836
50379,24447.438
50380,81716.77
50381,43469.523
50382,25061.113
50383,28435.38
50384,32142.566
50385,15790.013
50386,31246.055
50387,26476.275
50388,22088.072
50389,43925.72
50390,32835.87
50391,43749.96
50392,25981.537
50393,42075.617
50394,17948.52
50395,13312.23
50396,26658.092
50397,16487.354
50398,29084.68
50399,14574.209
50400,25530.15
50401,32867.516
50402,24238.441
50403,36886.582
50404,20798.652
50405,22015.457
50406,22731.742
50407,24479.98
50408,58389.48
50409,37078.832
50410,72224.164
50411,29783.434
50412,21044.408
50413,43634.85
50414,12906.642
50415,36677.81
50416,38488.492
50417,19926.023
50418,22764.342
50419,35907.562
50420,32989.77
50421,23753.77
50422,24159.436
50423,23077.086
50424,52463.535
50425,24820.02
50426,25778.418
50427,25835.889
50428,23064.723
50429,27508.992
50430,26791.512
50431,14686.457
50432,35488.945
50433,19953.707
50434,37591.76
50435,43856.63
50436,26646.766
50437,20331.693
50438,21791.166
50439,29839.674
50440,36413.97
50441,14484.123
50442,31838.45
50443,31758.527
50444,28281.914
50445,20503.6
50446,26871.777
50447,27168.668
50448,33119.5
50449,27043.955
50450,75851.01
50451,39413.305
50452,62186.43
50453,28145.896
50454,70663.625
50455,36972.805
50456,31254.56
50457,46410.098
50458,18590.07
50459,24972.945
50460,28414.826
50461,31532.447
50462,60554.477
50463,40135.566
50464,19995.676
50465,28982.133
50466,25529.963
50467,37760.71
50468,15225.343
50469,19924.31
50470,38088.54
50471,31028.62
50472,42746.207
50473,15663.202
50474,26450.523
50475,48093.15
50476,13709.092
50477,27887.633
50478,57703.074
50479,58547.54
50480,48407.523
50481,22968.516
50482,24923.055
50483,30508.059
50484,21042.447
50485,127645.0
50486,19773.586
50487,27615.652
50488,24168.414
50489,40506.54
50490,23716.02
50491,45125.586
50492,70140.83
50493,23805.172
50494,30178.871
50495,66356.9
50496,23388.412
50497,17889.488
50498,77997.516
50499,22165.855
50500,22040.71
50501,45432.58
50502,40505.72
50503,33954.7
50504,31541.207
50505,47043.17
50506,47907.96
50507,31073.715
50508,49471.207
50509,28271.133
50510,22758.486
50511,14970.904
50512,23438.379
50513,24146.182
50514,43754.1
50515,40730.04
50516,40840.97
50517,26747.51
50518,30549.244
50519,87898.14
50520,25700.182
50521,29057.379
50522,41459.36
50523,36397.11
50524,34861.062
50525,21020.596
50526,26409.24
50527,50056.58
50528,27531.688
50529,28015.395
50530,17486.074
50531,16137.105
50532,30015.043
50533,34160.65
50534,25669.848
50535,19927.246
50536,22971.352
50537,21803.145
50538,91631.234
50539,38161.105
50540,38631.625
50541,12830.272
50542,22779.707
50543,29153.32
50544,33442.387
50545,25652.977
50546,36558.266
50547,21939.09
50548,17454.396
50549,63260.1
50550,33583.32
50551,21137.297
50552,28101.36
50553,31403.64
50554,28484.037
50555,31260.316
50556,28736.947
50557,19088.947
50558,107474.83
50559,32932.543
50560,32493.566
50561,19843.258
50562,13158.577
50563,24385.355
50564,82166.83
50565,20944.398
50566,37728.22
50567,27093.133
50568,44523.188
50569,23005.217
50570,31959.328
50571,42724.727
50572,16729.84
50573,56938.83
50574,30495.928
50575,23484.695
50576,41140.297
50577,13650.91
50578,31132.44
50579,21348.297
50580,12842.965
50581,21572.838
50582,37620.445
50583,19585.582
50584,21847.254
50585,15597.658
50586,21651.791
50587,39005.92
50588,36347.375
50589,29659.477
50590,33223.785
50591,20856.273
50592,56997.188
50593,46551.83
50594,30379.457
50595,29948.89
50596,36600.023
50597,35329.086
50598,17724.512
50599,32815.703
50600,23403.543
50601,20800.066
50602,55727.46
50603,30261.328
50604,18422.295
50605,18545.447
50606,32930.156
50607,25674.035
50608,42937.18
50609,19157.248
50610,85907.69
50611,124434.47
50612,23984.086
50613,20742.168
50614,25207.182
50615,32775.25
50616,24460.629
50617,18882.766
50618,23840.246
50619,22665.508
50620,21803.145
50621,14383.087
50622,53396.688
50623,68632.234
50624,77491.83
50625,29057.379
50626,30374.648
50627,26164.883
50628,52059.312
50629,20115.98
50630,49788.176
50631,22818.324
50632,43822.727
50633,18993.482
50634,32848.387
50635,42326.957
50636,28657.217
50637,66226.33
50638,48137.29
50639,27138.793
50640,36416.438
50641,68090.84
50642,18897.496
50643,28037.732
50644,49716.64
50645,58407.43
50646,32741.72
50647,38364.24
50648,13380.783
50649,25108.312
50650,31088.055
50651,27042.09
50652,58249.445
50653,15907.271
50654,21683.562
50655,33601.168
50656,22412.436
50657,21043.445
50658,19883.422
50659,38863.188
50660,22043.227
50661,25357.113
50662,33876.293
50663,78467.48
50664,40109.15
50665,22297.32
50666,53585.836
50667,38985.723
50668,24373.613
50669,13404.668
50670,35304.035
50671,20038.898
50672,32426.363
50673,75020.44
50674,19778.527
50675,30544.57
50676,32595.516
50677,18579.824
50678,21830.79
50679,33871.895
50680,19179.902
50681,29157.117
50682,17688.5
50683,39401.26
50684,25311.188
50685,31260.316
50686,21886.125
50687,13911.234
50688,19921.55
50689,35187.867
50690,41052.25
50691,27774.506
50692,23198.984
50693,24065.203
50694,20508.828
50695,24320.674
50696,35406.094
50697,117514.2
50698,18387.84
50699,33485.445
50700,36192.85
50701,19390.598
50702,32800.31
50703,54528.84
50704,44839.414
50705,20417.75
50706,27267.537
50707,24088.523
50708,32424.398
50709,27571.0
50710,39642.684
50711,29203.043
50712,24966.867
50713,21149.145
50714,22698.152
50715,24249.406
50716,36883.35
50717,26590.54
50718,30369.863
50719,19130.52
50720,50932.73
50721,22166.422
50722,33331.523
50723,28801.945
50724,44388.117
50725,32561.531
50726,21120.982
50727,15609.422
50728,22385.111
50729,21408.092
50730,26633.307
50731,34565.312
50732,57963.6
50733,22557.441
50734,39017.504
50735,16608.305
50736,21120.982
50737,31261.744
50738,31229.768
50739,29079.191
50740,32570.879
50741,19842.57
50742,21562.037
50743,29908.283
50744,46075.535
50745,40232.547
50746,40881.246
50747,38555.594
50748,30598.527
50749,26176.06
50750,18295.62
50751,27323.77
50752,88238.18
50753,18680.617
50754,45765.195
50755,24478.375
50756,19843.059
50757,20433.566
50758,77133.375
50759,27122.96
50760,45052.176
50761,59937.273
50762,21687.795
50763,23809.488
50764,24550.992
50765,28712.242
50766,28858.49
50767,30278.414
50768,23732.25
50769,21376.887
50770,26179.896
50771,15420.13
50772,29937.09
50773,42226.42
50774,19825.625
50775,91108.0
50776,30103.285
50777,32995.324
50778,28847.639
50779,30304.258
50780,25596.715
50781,52409.53
50782,21803.145
50783,31308.188
50784,43913.004
50785,17169.74
50786,23303.95
50787,19669.383
50788,21154.248
50789,18249.496
50790,23380.121
50791,36181.535
50792,26328.82
50793,22695.793
50794,39709.316
50795,70774.91
50796,25021.557
50797,28052.062
50798,16839.027
50799,58679.77
50800,63803.062
50801,31130.344
50802,39765.0
50803,32305.043
50804,26914.469
50805,19063.918
50806,94759.24
50807,39878.703
50808,23021.943
50809,26288.785
50810,23693.215
50811,30169.588
50812,68687.13
50813,80437.125
50814,27150.23
50815,23330.426
50816,13292.178
50817,25114.086
50818,26320.746
50819,25790.107
50820,22314.086
50821,26047.852
50822,22835.496
50823,22921.574
50824,118642.586
50825,25362.701
50826,27134.988
50827,27474.48
50828,27095.973
50829,90839.21
50830,26220.324
50831,18839.828
50832,33214.766
50833,47888.723
50834,18906.092
50835,25703.104
50836,20590.605
50837,24949.07
50838,95648.33
50839,28569.102
50840,29130.258
50841,32404.203
50842,32692.21
50843,22811.035
50844,32746.145
50845,55684.18
50846,26690.613
50847,21352.121
50848,23796.625
50849,27313.854
50850,18776.078
50851,63249.79
50852,17065.916
50853,22412.436
50854,36081.418
50855,26510.312
50856,51791.617
50857,14302.291
50858,29154.496
50859,26770.799
50860,31260.316
50861,19236.902
50862,45063.92
50863,18943.254
50864,24385.355
50865,75779.69
50866,40402.727
50867,24385.355
50868,40703.4
50869,23717.465
50870,22320.66
50871,22583.262
50872,16091.826
50873,19390.418
50874,29658.012
50875,25764.102
50876,83741.51
50877,39186.945
50878,30403.3
50879,28771.957
50880,23048.395
50881,31587.441
50882,24563.158
50883,21624.406
50884,22297.426
50885,21496.709
50886,62230.195
50887,72585.72
50888,22412.436
50889,28311.797
50890,27107.988
50891,24196.863
50892,56610.414
50893,113190.69
50894,50447.426
50895,23126.715
50896,43339.426
50897,23866.648
50898,19038.887
50899,54119.36
50900,51304.137
50901,18213.178
50902,21451.266
50903,24611.85
50904,19481.94
50905,28108.197
50906,40875.773
50907,24331.293
50908,31523.5
50909,33988.85
50910,26551.89
50911,26959.74
50912,29682.402
50913,43012.816
50914,42046.656
50915,67990.79
50916,20872.39
50917,81161.65
50918,28545.06
50919,74025.0
50920,24112.01
50921,23104.48
50922,22278.555
50923,22037.695
50924,43220.938
50925,27202.402
50926,25227.707
50927,30479.723
50928,26260.691
50929,26618.586
50930,37986.727
50931,26262.387
50932,21653.957
50933,72620.766
50934,21373.057
50935,27571.0
50936,22876.04
50937,19122.82
50938,21493.746
50939,42529.67
50940,14325.895
50941,18532.455
50942,29926.266
50943,19577.729
50944,21144.105
50945,36262.547
50946,31052.988
50947,38675.273
50948,26135.82
50949,21617.812
50950,28204.559
50951,30906.979
50952,25650.172
50953,33945.35
50954,26791.64
50955,93738.5
50956,33899.5
50957,27571.0
50958,25855.492
50959,39318.137
50960,29778.418
50961,33115.617
50962,57578.062
50963,38429.69
50964,44050.086
50965,15760.282
50966,41310.023
50967,28397.896
50968,26940.516
50969,27195.195
50970,21422.668
50971,18713.148
50972,21689.06
50973,27571.0
50974,33873.94
50975,19678.793
50976,37960.473
50977,103151.836
50978,53291.008
50979,32369.773
50980,31940.336
50981,33171.773
50982,38267.1
50983,22381.28
50984,20202.797
50985,24362.3
50986,18260.355
50987,107875.86
50988,15586.806
50989,25810.045
50990,31759.363
50991,47510.367
50992,19294.855
50993,43217.074
50994,31331.084
50995,14444.514
50996,33700.406
50997,23630.018
50998,47941.047
50999,27174.516
51000,38033.56
51001,28808.254
51002,28756.686
51003,23373.453
51004,73652.61
51005,19330.814
51006,23542.068
51007,19091.188
51008,36327.633
51009,27158.906
51010,77761.57
51011,13581.0625
51012,34156.84
51013,18678.191
51014,28076.86
51015,26276.746
51016,26010.71
51017,31260.316
51018,22108.621
51019,23611.547
51020,35105.484
51021,45848.92
51022,18664.477
51023,28702.734
51024,23446.645
51025,75616.984
51026,40001.39
51027,71062.26
51028,48262.0
51029,27122.484
51030,24573.988
51031,29353.77
51032,23634.727
51033,41265.12
51034,47312.234
51035,33409.906
51036,33768.113
51037,21915.574
51038,18942.586
51039,18161.836
51040,33094.875
51041,27571.0
51042,29911.707
51043,27565.441
51044,60751.46
51045,19956.844
51046,18195.965
51047,30858.336
51048,108776.086
51049,51564.633
51050,29294.96
51051,36296.367
51052,28989.652
51053,77596.016
51054,18983.584
51055,43944.805
51056,29507.297
51057,31309.402
51058,29423.703
51059,24092.246
51060,34237.42
51061,32280.809
51062,42505.074
51063,26594.771
51064,22431.545
51065,42488.58
51066,34909.26
51067,42841.2
51068,24153.629
51069,39850.586
51070,48922.523
51071,26396.758
51072,42852.992
51073,21677.785
51074,27666.04
51075,72112.9
51076,58956.516
51077,48840.734
51078,38722.375
51079,23159.191
51080,18990.273
51081,38032.707
51082,39184.773
51083,20598.51
51084,93151.62
51085,24061.74
51086,24066.79
51087,29667.717
51088,16329.098
51089,21803.145
51090,38499.254
51091,22525.797
51092,50974.258
51093,24385.355
51094,21863.594
51095,22796.268
51096,20863.787
51097,23480.262
51098,27500.02
51099,21120.982
51100,19299.828
51101,67182.336
51102,16808.066
51103,23987.11
51104,29269.645
51105,33063.246
51106,37456.42
51107,59882.367
51108,20718.252
51109,15856.592
51110,53152.516
51111,39354.742
51112,21574.402
51113,24584.762
51114,25936.652
51115,22412.436
51116,86468.35
51117,30212.348
51118,31972.537
51119,53280.086
51120,49293.375
51121,48593.6
51122,24849.215
51123,18213.682
51124,20704.781
51125,26856.031
51126,61425.625
51127,28556.008
51128,45069.46
51129,69755.97
51130,34443.65
51131,41808.32
51132,42588.17
51133,19548.152
51134,42184.047
51135,29057.379
51136,43476.32
51137,27121.793
51138,80649.555
51139,36497.668
51140,38333.53
51141,18257.553
51142,30359.25
51143,29523.777
51144,56206.945
51145,16530.799
51146,68211.34
51147,43410.68
51148,29250.613
51149,22582.191
51150,16519.29
51151,26933.135
51152,22568.016
51153,21332.611
51154,22556.777
51155,67199.766
51156,27272.145
51157,60042.41
51158,27020.152
51159,25984.688
51160,24385.355
51161,15356.535
51162,46887.477
51163,22412.436
51164,36474.5
51165,44265.945
51166,23847.965
51167,21379.344
51168,36873.81
51169,63129.9
51170,29990.182
51171,31769.7
51172,18193.473
51173,20215.602
51174,38095.047
51175,32749.184
51176,43310.555
51177,17619.32
51178,33483.97
51179,28026.309
51180,22410.428
51181,23255.576
51182,21676.164
51183,22088.072
51184,26409.24
51185,17719.074
51186,37482.27
51187,30792.652
51188,30242.5
51189,24577.098
51190,27115.93
51191,26478.846
51192,32407.066
51193,24186.893
51194,33233.652
51195,22717.164
51196,54800.062
51197,26084.688
51198,34438.855
51199,92131.16
51200,28422.28
51201,29236.578
51202,26653.594
51203,124269.11
51204,37779.65
51205,27822.953
51206,26409.24
51207,20537.688
51208,19849.234
51209,22865.217
51210,30159.11
51211,37030.457
51212,40601.28
51213,23170.352
51214,41714.258
51215,47157.93
51216,25424.102
51217,18493.016
51218,26943.121
51219,29426.062
51220,20215.316
51221,23724.277
51222,27377.611
51223,42314.453
51224,54113.11
51225,39196.273
51226,17207.15
51227,50715.83
51228,30045.883
51229,17106.768
51230,29667.773
51231,39261.285
51232,46695.465
51233,22603.203
51234,24277.912
51235,47040.406
51236,26005.982
51237,27571.0
51238,19196.303
51239,50197.914
51240,21120.982
51241,24712.332
51242,31238.035
51243,35242.688
51244,59236.176
51245,67535.31
51246,22412.436
51247,43811.195
51248,31260.316
51249,45533.72
51250,32861.164
51251,23978.746
51252,43028.707
51253,27762.664
51254,71358.97
51255,19947.395
51256,13949.557
51257,31502.488
51258,23687.176
51259,27115.918
51260,37354.184
51261,24457.326
51262,26473.348
51263,28566.307
51264,30848.773
51265,29912.27
51266,20338.156
51267,36177.35
51268,36726.883
51269,37217.6
51270,20195.21
51271,26551.043
51272,26666.664
51273,34480.312
51274,22603.123
51275,30409.047
51276,27971.504
51277,28332.24
51278,20515.96
51279,96314.92
51280,20158.05
51281,27888.07
51282,21795.543
51283,47464.562
51284,31802.275
51285,20545.875
51286,26309.094
51287,22701.932
51288,20699.85
51289,47520.234
51290,26877.215
51291,64330.8
51292,33954.05
51293,58442.727
51294,29001.207
51295,29988.191
51296,34545.8
51297,28962.953
51298,21120.982
51299,22692.201
51300,25644.152
51301,18187.033
51302,21544.713
51303,22566.973
51304,31466.137
51305,26619.965
51306,15600.24
51307,24385.355
51308,22088.072
51309,21217.7
51310,25618.234
51311,22990.543
51312,23020.52
51313,26150.695
51314,17326.008
51315,21511.656
51316,24385.355
51317,83174.08
51318,29932.016
51319,21396.39
51320,28898.174
51321,20711.977
51322,38919.016
51323,37910.38
51324,21609.871
51325,30624.207
51326,26388.406
51327,36484.32
51328,31660.734
51329,41797.195
51330,26008.637
51331,36040.812
51332,38785.44
51333,22226.352
51334,13292.797
51335,24362.3
51336,60655.324
51337,52146.09
51338,48444.465
51339,14136.889
51340,63817.574
51341,21983.008
51342,49003.992
51343,25918.055
51344,24401.615
51345,46605.35
51346,45728.93
51347,39068.6
51348,17550.344
51349,37482.453
51350,32526.348
51351,25520.111
51352,35530.92
51353,27060.195
51354,30071.242
51355,21299.27
51356,21127.059
51357,19560.037
51358,30021.465
51359,24659.734
51360,22088.072
51361,22837.008
51362,22616.871
51363,21732.828
51364,36244.797
51365,13277.249
51366,33626.38
51367,14497.901
51368,73897.78
51369,79928.445
51370,22088.072
51371,58613.37
51372,42176.008
51373,21432.992
51374,26753.127
51375,24201.994
51376,57067.44
51377,22257.834
51378,16894.465
51379,19828.137
51380,13308.529
51381,30162.148
51382,23103.0
51383,23520.99
51384,89959.61
51385,20012.959
51386,28657.266
51387,69127.125
51388,31138.64
51389,23667.605
51390,26232.732
51391,24509.281
51392,49749.082
51393,54621.49
51394,21120.982
51395,33857.49
51396,32287.633
51397,38637.594
51398,34080.617
51399,44743.707
51400,33888.65
51401,51993.2
51402,24991.475
51403,27571.0
51404,27353.67
51405,38540.383
51406,47825.305
51407,23176.562
51408,26894.127
51409,50948.52
51410,28246.582
51411,18891.34
51412,50535.355
51413,29025.238
51414,13362.055
51415,22644.383
51416,14751.47
51417,21677.832
51418,18604.248
51419,29651.082
51420,38349.14
51421,24296.95
51422,23727.367
51423,21960.367
51424,27971.504
51425,21137.094
51426,26229.367
51427,21439.988
51428,24460.328
51429,30484.691
51430,31260.316
51431,40252.766
51432,23021.646
51433,23762.385
51434,24329.271
51435,20209.45
51436,56882.9
51437,37957.984
51438,22487.674
51439,24248.105
51440,28998.697
51441,21809.094
51442,61960.047
51443,37614.047
51444,22088.072
51445,31007.824
51446,21016.236
51447,25165.361
51448,28592.354
51449,30003.105
51450,21193.037
51451,20295.234
51452,25418.521
51453,53934.18
51454,25377.45
51455,20175.725
51456,34028.547
51457,22684.719
51458,37635.42
51459,13624.725
51460,25365.434
51461,70101.14
51462,13490.206
51463,105263.35
51464,18282.422
51465,45804.992
51466,19389.504
51467,25656.562
51468,17789.273
51469,26170.316
51470,21353.13
51471,25191.266
51472,20398.451
51473,23813.328
51474,26074.033
51475,46196.703
51476,12476.8955
51477,26049.574
51478,22548.125
51479,22412.436
51480,26397.445
51481,20878.227
51482,24326.578
51483,19605.863
51484,29356.316
51485,94631.38
51486,25379.727
51487,12972.355
51488,22740.725
51489,23253.77
51490,33570.04
51491,27443.82
51492,26409.24
51493,22949.379
51494,33737.715
51495,21418.742
51496,24890.59
51497,39207.926
51498,42112.844
51499,42034.133
51500,24734.336
51501,26903.406
51502,33225.86
51503,20340.486
51504,26564.004
51505,26409.24
51506,18698.107
51507,110208.914
51508,23822.695
51509,22886.686
51510,42101.047
51511,24110.23
51512,32254.465
51513,55496.094
51514,22088.072
51515,70846.375
51516,15046.428
51517,28950.484
51518,49905.47
51519,21586.402
51520,21288.61
51521,25311.188
51522,27345.055
51523,22412.436
51524,20841.791
51525,23758.521
51526,21769.922
51527,21475.969
51528,28459.277
51529,22527.56
51530,22088.072
51531,23828.691
51532,22088.072
51533,31707.238
51534,29815.34
51535,30785.758
51536,13084.119
51537,51923.67
51538,27960.418
51539,41228.97
51540,40188.43
51541,23584.695
51542,26063.812
51543,16414.604
51544,55414.83
51545,26600.754
51546,41244.03
51547,51750.688
51548,28852.355
51549,27218.105
51550,22637.924
51551,30994.45
51552,24388.037
51553,26460.977
51554,21943.611
51555,32385.387
51556,35425.625
51557,55351.227
51558,23233.238
51559,33196.47
51560,49216.414
51561,19318.414
51562,32171.492
51563,22905.984
51564,19079.18
51565,25523.176
51566,46319.17
51567,26870.201
51568,30329.467
51569,33472.53
51570,33218.79
51571,34585.473
51572,15860.015
51573,21463.898
51574,21773.26
51575,40229.31
51576,16342.988
51577,20521.559
51578,30249.082
51579,32500.633
51580,36235.062
51581,55274.754
51582,29039.535
51583,19762.553
51584,33453.453
51585,32303.117
51586,29864.598
51587,28407.871
51588,49006.965
51589,21803.145
51590,23674.652
51591,25771.57
51592,28703.021
51593,64245.0
51594,28904.812
51595,38493.125
51596,59085.727
51597,24149.275
51598,47810.266
51599,29942.008
51600,22015.959
51601,36859.312
51602,51145.062
51603,13368.029
51604,90645.26
51605,34312.727
51606,13634.528
51607,39454.336
51608,25669.848
51609,22702.723
51610,22130.68
51611,25270.375
51612,25770.129
51613,39468.812
51614,25253.145
51615,22517.562
51616,78519.19
51617,21528.754
51618,39549.6
51619,26355.613
51620,48000.18
51621,38823.258
51622,38015.7
51623,31441.172
51624,28763.223
51625,24588.8
51626,20119.205
51627,28837.484
51628,34280.527
51629,20227.129
51630,31056.238
51631,23749.266
51632,28977.043
51633,30732.525
51634,19845.633
51635,33566.105
51636,18874.836
51637,26302.178
51638,23537.617
51639,32257.545
51640,27894.008
51641,20822.91
51642,24605.54
51643,30383.438
51644,28954.227
51645,19465.639
51646,22815.46
51647,67308.23
51648,25222.73
51649,28152.383
51650,42038.21
51651,48756.1
51652,21018.945
51653,27155.418
51654,20521.125
51655,18896.328
51656,36061.836
51657,25669.848
51658,24385.355
51659,58920.01
51660,27981.066
51661,28124.049
51662,28246.613
51663,22449.412
51664,20984.398
51665,72861.266
51666,26158.633
51667,35802.71
51668,41954.254
51669,36529.89
51670,23876.043
51671,19466.562
51672,23330.152
51673,25973.969
51674,29057.379
51675,30933.207
51676,39779.58
51677,19728.611
51678,28124.293
51679,26264.766
51680,24040.016
51681,29953.973
51682,20277.254
51683,55994.34
51684,24859.855
51685,23510.023
51686,31186.48
51687,22347.203
51688,95135.19
51689,25719.574
51690,20732.785
51691,56101.633
51692,20667.133
51693,26198.836
51694,22599.91
51695,16464.105
51696,74950.414
51697,22789.77
51698,71537.12
51699,56686.46
51700,32359.61
51701,15816.547
51702,31273.488
51703,30334.018
51704,21359.906
51705,20031.92
51706,21095.336
51707,48976.395
51708,26576.473
51709,63461.477
51710,71677.83
51711,43394.99
51712,22115.615
51713,45121.176
51714,28572.57
51715,27971.504
51716,33550.11
51717,32986.855
51718,53689.32
51719,29932.363
51720,41682.58
51721,38449.58
51722,19748.89
51723,24362.3
51724,68936.14
51725,39361.906
51726,21592.605
51727,75190.195
51728,26409.24
51729,34984.945
51730,65642.016
51731,50997.977
51732,50705.44
51733,28550.258
51734,20196.674
51735,53081.113
51736,25820.494
51737,25768.844
51738,33275.473
51739,13147.582
51740,50553.91
51741,25479.957
51742,36536.4
51743,25671.953
51744,23150.746
51745,35439.125
51746,55729.367
51747,24314.168
51748,23263.656
